Handle,Title,Tier,VariantSKU,Option1,Option2,Option3,Price
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB2465,"24""Wx12""Dx65""H",,,339.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB2472,"24""Wx12""Dx72""H",,,399.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3029,"30""Wx12""Dx29""H",,,249.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3048,"30""Wx12""Dx48""H",,,319.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3060,"30""Wx12""Dx60""H",,,339.00
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3065,"30""Wx12""Dx65""H",,,349.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3072,"30""Wx12""Dx72""H",,,429.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3629,"36""Wx12""Dx29""H",,,299.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3648,"36""Wx12""Dx48""H",,,337.00
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3660,"36""Wx12""Dx60""H",,,359.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3665,"36""Wx12""Dx65""H",,,369.99
bookcase-15-sizes-available,Bookcase (15 Sizes Available),C,BCMB3672,"36""Wx12""Dx72""H",,,459.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN60/SCBC/30,30W” x 12D” x 60H”,,,449.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN66/SCBC/30,30W” x 12D” x 66H”,,,479.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN72/SCBC/30,30W” x 12D” x 72H”,,,499.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN78/SCBC/30,30W” x 12D” x 78H”,,,569.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN84/SCBC/30,30W” x 12D” x 84H”,,,599.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN60/SCBC/36,36W” x 12D” x 60H”,,,479.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN66/SCBC/36,36W” x 12D” x 66H”,,,499.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN72/SCBC/36,36W” x 12D” x 72H”,,,525.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN78/SCBC/36,36W” x 12D” x 78H”,,,549.99
bookcase-with-closed-lower-storage,Bookcase with Closed Lower Storage,C,IOF UN84/SCBC/36,36W” x 12D” x 84H”,,,619.99
coffee-table,Coffee Table,C,OSP-MG1242S-NB,Default Title,,,399.99
desk-shell-5-sizes,Desk Shell (5 Sizes),C,GLB-NL6030D,"30""x60""",,,429.99
desk-shell-5-sizes,Desk Shell (5 Sizes),C,GLB-NL6630D,"30""x66""",,,439.99
desk-shell-5-sizes,Desk Shell (5 Sizes),C,GLB-NL3072D,"30""x72""",,,459.99
desk-shell-5-sizes,Desk Shell (5 Sizes),C,GLB-NL3672D,"36""x72""",,,479.99
elora-multi-tilter-high-back-chair-black-baomvl1893,ELORA Multi-Tilter High Back Chair Black BAOMVL1893,C,BAOMVL1893,Default Title,,,599.99
extended-high-back-wide-deep-seat-multi-tilt-bao27513,Extended High Back Wide & Deep Seat Multi Tilt BAO27513,C,GLOBAO27513,Default Title,,,824.98
folding-table-24-x-48-1,"Folding Table  24""  x 48""",C,HTWTLT2448GN,Default Title,,,125.29
format-high-back-synchro-tilter-with-adjustable-headrest-chair-mvl3192,Format | High Back Synchro-Tilter with Adjustable Headrest Chair MVL3192,C,GLOMVL3192,Default Title,,,459.99
format-high-back-weight-sensing-synchro-tilter-mesh-seat-and-back-mvl3197-copy,"Format+ | High Back Weight Sensing Synchro-Tilter, Mesh Seat and Back",C,GLO-MVL3198,With Headrest,,,499.99
format-high-back-weight-sensing-synchro-tilter-mesh-seat-and-back-mvl3197-copy,"Format+ | High Back Weight Sensing Synchro-Tilter, Mesh Seat and Back",C,GLO-MVL3197,Without Headrest,,,469.99
foundations-sport-splash-quad-strollers,"Foundations Sport Splash, Quad Strollers",C,FOU4141299,Green,,,797.99
foundations-sport-splash-quad-strollers,"Foundations Sport Splash, Quad Strollers",C,FOU00266,Red,,,797.99
full-time-chair-mvl2900,Full Time Chair MVL2900,C,GLO MVL2900,Default Title,,,389.95
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,C,HDLINV-MPF+CUSH,With Cushion,,,539.99
heartwood-mobile-pedestal-bf,Heartwood Mobile Pedestal BF,C,HDLINV-MPF,Without Cushion,,,399.99
ibex-mesh-back-drafting-stool-task-chair-with-arms,Ibex Mesh Back Drafting Stool Task Chair with Arms,C,MVL2808,Default Title,,,499.99
innovation-l-shape-set,Innovation L-Shape Set,C,HDLINV-3066DS+INV-2436RSBR+INV-FPUF,"66""x66""",,,979.99
innovation-l-shape-set,Innovation L-Shape Set,C,HDLINV-3066DS+INV-2442RSBR+INV-FPUF,"66""x72""",,,989.99
innovation-l-shape-set,Innovation L-Shape Set,C,HDLINV-3072DS+INV-2442RSBR+INV-FPUF,"72""x72""",,,1099.99
kaysee-high-back-tilter-otg12112b,Kaysee | High Back Tilter OTG12112B,C,GLB-OTG12112B,Default Title,,,286.00
kody-mesh-chair-otg13110,Kody Mesh Chair OTG13110,C,GLO-OTG13110,Default Title,,,319.99
large-fire-water-safe-13-x-16-x-19-black-2,"Large Fire/Water Safe 13"" x 16"" x 19"" - Black",C,SENSFW082DTBSSC,Default Title,,,369.89
lounge-seating-3-sizes-suburb,Lounge Seating 3 sizes Suburb,C,GLO-MVL13051,"1 Seater  30.25""W x 32.75""D x 31.5""H",,,518.99
lounge-seating-3-sizes-suburb,Lounge Seating 3 sizes Suburb,C,GLO-MVL13052,"2 Seater 52.25""W x 32.75""D x 31.5""H",,,849.99
lounge-seating-3-sizes-suburb,Lounge Seating 3 sizes Suburb,C,GLO- MVL13053,"3 Seater  74.25""W x 32.75""D x 31.5""H",,,1062.99
mobile-drawer-unit-with-locks-inv-mpuf,Mobile Drawer Unit with Locks INV-MPUF,C,HDL-INV-MPUF,Default Title,,,499.99
mobile-folding-chair-storage-cart-3,Mobile Folding Chair Storage Cart,C,HTWTLTCCART,Default Title,,,298.71
mobile-pedestal-drawer-box-file,Mobile Pedestal Drawer Box/File,C,MVL19BF,"19"" Deep",,,359.99
mobile-pedestal-drawer-box-file,Mobile Pedestal Drawer Box/File,C,GLB-MVL23BF,"24"" Deep",,,369.99
mvl11860-stradic-mesh-back-tilter,MVL11860 Stradic | Mesh Back Tilter,C,GLO-MVL11860,Default Title,,,349.99
mvl2786-yoho-armless-low-back-task-chair,MVL2786 Yoho | Armless Low Back Task Chair,C,GLB2786 BL20PU30,Black,,,239.99
mvl2786-yoho-armless-low-back-task-chair,MVL2786 Yoho | Armless Low Back Task Chair,C,GLB2787 PU38/BL28,White,,,239.99
napa-boardroom-conference-table,Napa Boardroom Conference Table,C,OSP-NAP35,35″W x 71″L x 29″H  (seats 6 people),,,689.99
napa-boardroom-conference-table,Napa Boardroom Conference Table,C,OSP-NAP36,44″W x 95″L x 29″H  (seats 8 people),,,749.99
newland-16w-box-box-file-mobile-pedestal-nlmp23bbf,"Newland | 16""W Box/Box/File Mobile Pedestal NLMP23BBF",C,GLB-NLMP23BBF,Default Title,,,539.99
obusforme-comfort-medium-back-chair-fabric-1241-3-copy,ObusForme Comfort Medium back Chair 1241-3,C,GLB-1241-3,Default Title,,,645.99
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,C,GLB-2770P-3G5,High Back Petit Seat,,,699.99
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,C,GLB-2770-3 G5,High Back Standard Seat,,,669.99
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,C,GLB2776-3 G5,High Back Standard Seat with Schukra,,,799.99
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,C,GLB-2771PG5,Medium Back Petit Seat,,,744.99
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,C,GLB-2771-3G5,Medium Back Standard Seat,,,744.99
obusforme-elite-multi-tilter-chair-medium-back,OBUSforme Elite Multi-Tilter Medium Back Chair,C,GLB2777-3G5,Medium Back Standard Seat with Schukra,,,699.99
otg10740-masi-high-back-tilter,OTG10740 Masi | High Back Tilter,C,,Default Title,,,319.99
pacific-high-back-tilter,Pacific High Back Tilter MVL11870,C,GLBMVL11870,Default Title,,,369.99
pedestal-box-box-file-with-or-without-wheels,Pedestal - Box/Box/File (With or without wheels),C,GLBMVLM23BBF,With Wheels,,,429.99
pedestal-box-box-file-with-or-without-wheels,Pedestal - Box/Box/File (With or without wheels),C,GLBMVLW23BBF,Without Wheels,,,289.99
pedestal-file-file-with-or-without-wheels,Pedestal - File/File (With or without wheels),C,GLBMVLM23FF,With Wheels,,,419.99
pedestal-file-file-with-or-without-wheels,Pedestal - File/File (With or without wheels),C,GLBMVLW23FF,Without Whells,,,329.99
regalia-task-mesh-chair-otg10892,Regalia Task Mesh Chair OTG10892,C,GLBOTG10892,Default Title,,,369.99
round-table-42,"Round Table 42""",C,HDL-INV42RT-INV-XB26,Default Title,,,449.00
round-table-42-high-bar-height,"Round Table 42"" High Bar Height",C,GLB-NL30RX42,"30""",,,329.99
round-table-42-high-bar-height,"Round Table 42"" High Bar Height",C,GLB-NL36RX42,"36""",,,369.00
sit-stand-adjustable-desk-riser-32-wide,"Sit Stand Adjustable Desk Riser 32"" Wide",C,RCL-ADR2BLK,Black,,,399.99
sit-stand-adjustable-desk-riser-32-wide,"Sit Stand Adjustable Desk Riser 32"" Wide",C,RCL-ADR2w,White,,,399.99
sonic-armless-counter-stool-polypropylene-seat-back-6558cs,"Sonic™ Armless Counter Stool, Polypropylene Seat & Back (6558CS)",C,GLO 6558CS,Default Title,,,200.50
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",C,GLB-MVLS72L NEV,Beige (Nevada),,,529.99
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",C,GLB-MVLS72L BLK,Black,,,529.99
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",C,GLB-MVLS72L GREY,Grey,,,529.99
storage-cabinet-medium-duty-72x18x36w,"Storage Cabinet Medium Duty 72""x18""x36""W",C,GLB-MVLS72L DWT,White,,,529.99
table-desk-1,Table Desk,C,GLBNL3624DHL,"36""x24""",,,399.99
table-desk-1,Table Desk,C,GLBNL4824DHL,"48""x24""",,,419.99
table-desk-1,Table Desk,C,GLBNL5424DHL,"54""x24""",,,429.99
table-desk-1,Table Desk,C,GLBNL6024DHL,"60""x24""",,,439.99
table-desk-1,Table Desk,C,GLBNL6030DHL,"60""x30""",,,449.99
table-desk-1,Table Desk,C,GLBNL6624DHL,"66""x24""",,,449.99
table-desk-1,Table Desk,C,GLBNL6630DHL,"66""x30""",,,449.99
table-desk-1,Table Desk,C,GLBNL7224DHL,"72""x24""",,,459.99
table-desk-1,Table Desk,C,GLBNL7230DHL,"72""x30""",,,459.99
trent-tilter-chair-high-back-bonded-leather-2717-4,Trent Tilter Chair High Back Bonded Leather 2717-4,C,GLB BAO27174,Default Title,,,217.99
tritek-7472-3-chair,Tritek 7472-3 Chair,C,GLO 7472-3,Default Title,,,849.99
ultra-armless-high-back-tilter-mvl11732,Ultra | Armless High Back Tilter MVL11732,C,GLB-MVL11732,Default Title,,,399.99
upscale-table-1,UPSCALE Table,C,HDL-INV-R36-MUPBLK,Black,"36""",,829.99
upscale-table-1,UPSCALE Table,C,HDL-INV-R42-MUPBLK,Black,"42""",,869.99
upscale-table-1,UPSCALE Table,C,HDL-INV-R36-MUPCHR,Chrome,"36""",,829.00
upscale-table-1,UPSCALE Table,C,,Chrome,"42""",,869.99
vertical-file-2-drawer-letter,Vertical File 2 Drawer Letter,C,GLB-MVL25201,Default Title,,,299.99
4-drawer-legal-width-vertical-file,4 Drawer Legal Width Vertical File,D,GLB-MVL25451,Default Title,,,489.99
4-person-workstation,4 Person Workstation,D,GLO-NEW1001KITS,Default Title,,,5999.99
6-drawer-end-tab-cabinet-s128-drawers,6 Drawer End Tab Cabinet S128 Drawers,D,TEK-LLF60L2036D1A 2102204,Default Title,,,3499.99
6-person-workstation-chairs-bridges,6 Person Workstation & Chairs Bridges,D,GLB-BRID3,Default Title,,,14224.00
adapt-high-back-synchro-tilter-mvl11724-mvl11725,Adapt | High Back Synchro-Tilter MVL11724 MVL11725,D,GLO-MVL11724,Fixed Loop Arm,,,399.99
adapt-high-back-synchro-tilter-mvl11724-mvl11725,Adapt | High Back Synchro-Tilter MVL11724 MVL11725,D,GLO-MVL11725,Height Adjustable Arm,,,399.99
adapt-high-back-synchro-tilter-mvl11725,Adapt | High Back Synchro-Tilter MVL11725,D,GLB-MVL11725,Default Title,,,399.99
additional-services-dismantle-re-assemble,Additional Services-Dismantle & Re-Assemble,D,Dismantle & Re-Assemble,Default Title,,,0.00
aeramax-air-purifier-true-hepa-plasmatrue-1,"AeraMax® Air Purifier - True HEPA, PlasmaTrue",D,FEL9320401,200-400 Sq Ft,,,239.99
aeramax-air-purifier-true-hepa-plasmatrue-1,"AeraMax® Air Purifier - True HEPA, PlasmaTrue",D,,300-600 Sq Ft,,,347.99
agile-double-sided-8-pod-height-adjustable-shared-desk,Agile Double Sided 8-Pod Height Adjustable Shared Desk,D,,Default Title,,,16038.00
aktivity-environ-table,Aktivity Environ table,D,MTY-EN30R,"30""",,,675.00
aktivity-environ-table,Aktivity Environ table,D,MTY-EN36R,"36""",,,689.00
aktivity-environ-table,Aktivity Environ table,D,MTY-ENR42,"42""",,,788.00
aktivity-environ-table,Aktivity Environ table,D,MTY-ENR48,"48""",,,799.99
aktivity-environ-table,Aktivity Environ table,D,,"60""",,,0.00
aktivity-puddle,Aktivity Puddle,D,MYB-AT60PUD,Default Title,,,899.99
aktivity-rectangle-height-adjustable-table,Aktivity Rectangle Height Adjustable Table,D,MTY-IS-AT2424,"24""x30""",,,449.99
aktivity-rectangle-height-adjustable-table,Aktivity Rectangle Height Adjustable Table,D,-2,"24""x48""",,,469.99
aktivity-rectangle-height-adjustable-table,Aktivity Rectangle Height Adjustable Table,D,-3,"24""x60""",,,489.99
alphabetter-stand-up-desk,AlphaBetter Stand-Up Desk,D,SAF1203GR,Default Title,,,562.79
altona-high-back-leather-tilter,Altona | High Back Leather Tilter,D,OTG11616B,Default Title,,,249.99
anda-seat-phantom-king-gaming-style-office-chair,Anda Seat Phantom King Gaming Style Office Chair,D,SYNN-AD18XL-58-B-PVC,Default Title,,,599.99
arlo-lounge-swivel-task-chair-1,Arlo | Lounge Swivel Task Chair,D,GLB-MVL13086 BLK,Black,Casters,,599.99
arlo-lounge-swivel-task-chair-1,Arlo | Lounge Swivel Task Chair,D,GLB-MVL13085 BLK,Black,Glides,,599.99
arlo-lounge-swivel-task-chair-1,Arlo | Lounge Swivel Task Chair,D,GLB-MVL13086 CHROME,Chrome,Casters,,659.99
arlo-lounge-swivel-task-chair-1,Arlo | Lounge Swivel Task Chair,D,GLB-MVL13085 CHROME,Chrome,Glides,,659.99
arm-caps-for-2330-chair,Arm Caps for 2330 chair,D,,Default Title,,,25.00
armless-low-back-stacking-chair-mvl2748,Armless Low Back Stacking Chair MVL2748,D,,Default Title,,,139.99
array-stand-as-air-purifier-1,Array™ Stand AS Air Purifier,D,FEL9573201,1800 Sq Ft,,,1480.49
array-stand-as-air-purifier-1,Array™ Stand AS Air Purifier,D,FEL9573301,3000 Sq Ft,,,2215.49
ashmont-medium-back-management-tilter-mvl2781,Ashmont | Medium Back Management Tilter MVL2781,D,GLB OTG-2781,Default Title,,,479.99
atlas-sit-to-stand-height-adjustable-desk,Atlas Sit to Stand Height Adjustable Desk,D,HTWATL2436TBL,Default Title,,,620.68
auditorium-lecture-hall-seating,Auditorium / Lecture Hall Seating,D,BORGO,Default Title,,,0.00
auditorium-lecture-hall-seating-my-space,Auditorium / Lecture Hall Seating My Space,D,,Default Title,,,0.00
auditorium-lecture-hall-seating-omni,Auditorium / Lecture Hall Seating Omni,D,Borgo,Default Title,,,0.00
auditorium-lecture-hall-seating-primo,Auditorium / Lecture Hall Seating Primo,D,BORGO,Default Title,,,0.00
av-stand-sa-81-3016,AV Stand SA-81-3016,D,HDL-SA81-3016,Default Title,,,185.99
avro-350m-heavy-duty-multi-tilter-chairs-mvl11716,Avro 350M Heavy Duty Multi-Tilter Chairs MVL11716,D,GLBMVL11716,Default Title,,,699.99
banquet-chair-stacking,Banquet Chair Stacking,D,HZN-A117V,Default Title,,,119.99
bar-height-table,Bar Height Table,D,900-ROU20BARSIL-INVR24,Round,Silver,"24""",499.99
bar-height-table,Bar Height Table,D,900-ROU20BARSIL-INVR36,Round,Silver,"36""",509.99
bar-height-table,Bar Height Table,D,900-ROU20BARSIL-INVR42,Round,Silver,"42""",519.99
bar-height-table,Bar Height Table,D,900-ROU20BARBLK-INVR24,Round,Black,"24""",499.99
bar-height-table,Bar Height Table,D,900-ROU20BARBLK-INVR36,Round,Black,"36""",509.99
bar-height-table,Bar Height Table,D,900-ROU20BARBLK-R42,Round,Black,"42""",519.99
bar-height-table,Bar Height Table,D,900-ROU20BARWHITE-INVR24,Round,White,"24""",499.99
bar-height-table,Bar Height Table,D,900-ROU20BARWH-INVR36,Round,White,"36""",509.99
bar-height-table,Bar Height Table,D,900-ROU20BARWH-R42,Round,White,"42""",519.99
bar-height-table,Bar Height Table,D,900-SQU20BARSIL-INVSQ24,Square,Silver,"24""",499.99
bar-height-table,Bar Height Table,D,900-SQU20BARSIL-INVSQ36,Square,Silver,"36""",509.99
bar-height-table,Bar Height Table,D,900-SQU20BARSIL-INVSQ48,Square,Silver,"48""",519.99
bar-height-table,Bar Height Table,D,900-SQU20BARBLK-INVSQ24,Square,Black,"24""",499.99
bar-height-table,Bar Height Table,D,900-SQU20BARBLK-INVSQ36,Square,Black,"36""",509.99
bar-height-table,Bar Height Table,D,900-SQU20BARBLK-INVSQ48,Square,Black,"48""",519.99
bar-height-table,Bar Height Table,D,900-SQU20BARWHITE-INVSQ24,Square,White,"24""",499.99
bar-height-table,Bar Height Table,D,900-SQU20BARWH-INVSQ36,Square,White,"36""",509.99
bar-height-table,Bar Height Table,D,900-SQU20BARWH-INVSQ48,Square,White,"48""",519.99
bar-stool-for-42-high-tables,"Bar Stool for 42"" High Tables",D,GLB6710BS,With Arms,,,339.99
bar-stool-for-42-high-tables,"Bar Stool for 42"" High Tables",D,GLB6511BS,Without Arms,,,286.00
basics-chevron-junior-operator-chair-mvl2363-7-1,Basics® Chevron Junior Operator Chair MVL2363-7,D,GLBMVL2363-7 + MVL23653N,With Arms,,,349.99
basics-chevron-junior-operator-chair-mvl2363-7-1,Basics® Chevron Junior Operator Chair MVL2363-7,D,GLB MVL2363-7,Without Arms,,,259.99
basics-comfort-time-drafting-stool-with-or-without-arms-1,Basics® Comfort-Time™ Drafting Stool (with or without arms),D,GLB MVL2878,With Arms,,,399.99
basics-comfort-time-drafting-stool-with-or-without-arms-1,Basics® Comfort-Time™ Drafting Stool (with or without arms),D,GLB MVL2868,Without Arms,,,379.99
basics-comfort-time-ultra-multi-tilter-big-tall-with-headrest,Basics® Comfort-Time™ Ultra Multi-Tilter Big & Tall with Headrest,D,GLB BAOMVL13042G5,Default Title,,,794.99
basics-comfort-time-ultra-multi-tilter-chair-with-headrest,Basics Comfort-Time Ultra Multi-Tilter Chair with Headrest,D,GLB BAOMVL1875G5,Default Title,,,664.99
basics-elora-chair-high-back-black-leather-luxhide-mvl1893upu30bl20,"Basics Elora Chair - High Back - Black - Leather, Luxhide MVL1893UPU30BL20",D,GLB-MVL1893U,Default Title,,,649.99
basics-elora-home-office-synchro-tilter-chair-1,Basics® Elora™ Home Office Synchro Tilter Chair,D,GLO-MVL1891,Default Title,,,599.99
basics-obusforme-elite-heavy-duty-multi-tilter-chair-ts2770-3-1,Basics® ObusForme® Elite Heavy Duty Multi-Tilter Chair TS2770-3,D,GLB-TS2770-3 G5,High Back Standard Seat,,,899.99
basics-obusforme-elite-heavy-duty-multi-tilter-chair-ts2770-3-1,Basics® ObusForme® Elite Heavy Duty Multi-Tilter Chair TS2770-3,D,GLB-TS2771-3G5,Medium Back Standard Seat,,,879.99
beta-armless-posture-task-drafting-stool-mvl2718,Beta | Armless Posture Task Drafting Stool MVL2718,D,GLO-MVL2718,Default Title,,,309.99
boat-shaped-conference-table,Boat Shaped Conference Table,D,GLO NL120BT,"120""X48""",,,1199.00
boat-shaped-conference-table,Boat Shaped Conference Table,D,GLO NL144BT,"144""X48""",,,1299.00
boat-shaped-conference-table,Boat Shaped Conference Table,D,GLO-NL9648BT,"96""X48""",,,949.99
boat-shaped-conference-table-96-x-36-x-29,"Boat Shaped Conference Table - 96"" x 36"" x 29""",D,BURO-CTBO 9636+ HB9636,Default Title,,,799.99
bolt-mesh-back-tilter-otg11510b,Bolt | Mesh Back Tilter OTG11510B,D,,Default Title,,,289.99
bookcase-31-5-wide-x-13-75-deep,"Bookcase 32"" Wide x 14"" Deep",D,HTWINV4832BK,"48"" High",,,249.99
bookcase-31-5-wide-x-13-75-deep,"Bookcase 32"" Wide x 14"" Deep",D,HTWINV6532BK,"66"" High",,,339.99
bookcase-31-5-wide-x-13-75-deep,"Bookcase 32"" Wide x 14"" Deep",D,HTWINV7232BK,"72"" High",,,349.99
bookcase-metal-2-size-options,Bookcase Metal 2 Size options,D,GLO-MVLBC36-4,"36""x13""x48""H",,,429.99
bookcase-metal-2-size-options,Bookcase Metal 2 Size options,D,GLO-MVLBC36-5,"36""x13""x66.4""H",,,529.99
boulevard-system-3,Boulevard System 3,D,,Default Title,,,0.00
bow-front-desk-72x42,"Bow Front Desk 72""X42""",D,UN7242BWL/BBF,Default Title,,,899.99
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX2442RES45BS,"24""x42""",,,961.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX2448RES45BS,"24""x48""",,,972.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX24460RES45BS,"24""x60""",,,985.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX2466RES45BS,"24""x66""",,,1000.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX2472RES45BS,"24""x72""",,,1022.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX3042RES45BS,"30""x42""",,,964.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX3048RES45BS,"30""x48""",,,979.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX3060RES45BS,"30""x60""",,,1000.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX3066RES45BS,"30""x66""",,,1013.00
bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",D,GLB-BX3072RES45BS,"30""x72""",,,1036.00
cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24,D,HDL- INV-6524CFFWR-24,Default Title,,,1299.99
canopy-seating,Canopy Seating,D,BORGO,Default Title,,,0.00
carpeted-floor-48-x-36-6,"Carpeted Floor - 48"" x 36""",D,DEF06010,Default Title,,,89.99
carpeted-floor-48-x-60,"Carpeted Floor - 48"" x 60""",D,DEF06216,Default Title,,,139.99
carpeted-floor-48-x-60-1,"Carpeted Floor - 48"" x 60""",D,DEF06205,Default Title,,,139.99
carpeted-floor-60x-46,"Carpeted Floor - 60""x 46""",D,DEF06207,Default Title,,,219.99
caster-options,Caster Options,D,,Hard Floor Rubber Caster,,,20.00
caster-options,Caster Options,D,,option_2,,,35.00
casters-2-5-set-1,"Casters - 2"" 5 / Set",D,GLBC65SET,Default Title,,,79.99
casters-5-set-1,Casters- 5 / Set,D,GLBC65RSET,Default Title,,,89.99
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,8x47.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,8x59.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,8x71.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,8x83.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,8x95.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,12x47.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,12x59.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,12x71.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,12x83.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,12x95.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,16x47.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,16x59.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,16x71.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,16x83.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Angled,16x95.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Double Angle,8x47.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Double Angle,8x59.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Double Angle,8x71.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Double Angle,8x83.5,,0.00
ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,D,,Double Angle,8x95.5,,0.00
