Tier,Revenue,Status,Handle,Title,VariantCount,OptionNames,RepSKU,AllSKUs,ProbableManufacturer,ManufacturerWebsite,URL1,URL2,RawPaste,Notes
D,0,active,bar-stool-for-42-high-tables,"Bar Stool for 42"" High Tables",2,Arm Options,GLB6511BS,GLB6511BS; GLB6710BS,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,the-erin-armless-chair-wood-legs-gc36530,"The Erin Armless Chair, Wood Legs (GC36530)",1,,GLO-GC36530,GLO-GC36530,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,marche-guest-chair,Marche Guest Chair,1,,GLO-8621,GLO-8621,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,xplorer-51-gaming-chair,XPlorer 51 Gaming Chair,1,,OSPXPL5125,OSPXPL5125,Office Star Products,https://www.officestar.net/,,,,
D,0,active,gaming-chair,Gaming Chair,1,,OSP-UPK25,OSP-UPK25,Office Star Products,https://www.officestar.net/,,,,
D,0,active,sidero-tablet-chair,Sidero Tablet Chair,1,,GLB-6901TR,GLB-6901TR,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,auditorium-lecture-hall-seating-primo,Auditorium / Lecture Hall Seating Primo,1,,BORGO,BORGO,Borgo,https://www.borgo.it/,,,,
D,0,active,auditorium-lecture-hall-seating-my-space,Auditorium / Lecture Hall Seating My Space,1,,,,,,,,,
D,0,active,stream-armchair-polypropylene-seat-back-2075app-1,"Stream™ Armchair, Polypropylene Seat & Back (2075APP)",1,,GLO-2075APP,GLO-2075APP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,recliners-by-ryno,Recliners by Ryno,1,,,,,,,,,
D,0,active,ultima-adjustable-stool,Ultima Adjustable Stool,1,,MTY- IS-S2026,MTY- IS-S2026,Mity-Lite,https://www.mitylite.com/,,,,
D,0,active,banquet-chair-stacking,Banquet Chair Stacking,1,,HZN-A117V,HZN-A117V,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,ml-bar-stool,ML Bar Stool,1,,GLO-ML171733,GLO-ML171733,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,wind-lounge-seating,Wind Lounge Seating,3,Please Select,GLO-3361,GLO-3361; GLO-3362; GLO-3363,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,stacking-chair-popcorn-6711,Stacking Chair Popcorn 6711,1,,'6621,'6621,,,,,,
