Tier,Revenue,Status,Handle,Title,VariantCount,OptionNames,RepSKU,AllSKUs,ProbableManufacturer,ManufacturerWebsite,URL1,URL2,RawPaste,Notes
D,0,active,display-shelving,Display Shelving,1,,IOF-B2016-17 X 2,IOF-B2016-17 X 2,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,circular-reception-unit-w-41-r,Circular Reception Unit W-41-R,1,,IOF-W41R,IOF-W41R,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,quick-assembly-height-adjustable-base,Quick Assembly Height Adjustable Base,2,Colour Options,HDL-CLI-E1-3LEGBL,HDL-CLI-E1-3LEGBL; HDL-CLI-E1-3LEGSIL,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,power-plant-500222pp90-daisychaining,Power Plant 500222PP90 Daisychaining,2,Color,RIC500222PP90,RIC500222PP90; RIC500222PP30,Ricoh (possibly),,,,,
D,0,active,innovations-u-shape-suite,Innovations U-Shape Suite,1,,HDLINNLAYOUT3A,HDLINNLAYOUT3A,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,mobile-pedestal-file-file,Mobile Pedestal File / File,1,,IOF IFFM21,IOF IFFM21,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,ceiling-grids-sound-acoustic-dampeners-orb,Ceiling Grids Sound Acoustic Dampeners ORB,3,Sizes Available,BELAIR HCG16-ORB12,BELAIR HCG16-ORB12; BELAIR HCG20-ORB12; BELAIR HCG24-ORB12,Bel-Air,,,,,
D,0,active,ceiling-grids-sound-acoustic-dampeners-copy,Ceiling Grids Sound Acoustic Dampeners,3,Sizes Available,BELAIR HCG473608-4DAG12,BELAIR HCG473608-4DAG12; BELAIR HCG476008-8DAG12; BELAIR HCG478408-12DAG12,Bel-Air,,,,,
D,0,active,ceiling-grids-sound-acoustic-dampeners-1,Ceiling Grids Sound Acoustic Dampeners,3,Sizes Available,BELAIR HCG474712-4RCA12,BELAIR HCG474712-4RCA12; BELAIR HCG477112-8RCA12; BELAIR HCG479512-12RCA12,Bel-Air,,,,,
D,0,active,laminate-lockers-copy,Laminate Lockers,3,Style,IOF-Lock#006,IOF-Lock#006; IOF-Lock#7; IOF-Lock#008,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,halifax-typical-4,Halifax Typical 4,1,,TAY-HALIFAXTYP4,TAY-HALIFAXTYP4,Tayco,https://tayco.com/,,,,
D,0,active,halifax-executive-suite,Halifax Executive Suite,1,,TAYCO-Typical 1A,TAYCO-Typical 1A,Tayco,https://tayco.com/,,,,
D,0,active,the-halifax-collection,The Halifax Collection,1,,,,,,,,,
D,0,active,halifax-typical-9,Halifax Typical 9,1,,TAY-Halifax TYPICAL9,TAY-Halifax TYPICAL9,Tayco,https://tayco.com/,,,,
D,0,active,levels-l-shape,Levels L-Shape,1,,HDL-LEVELS LAYOUT2,HDL-LEVELS LAYOUT2,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,laminate-modesty-panels,Laminate Modesty Panels,14,Color; Size,HDLINV-MP2-1430LAPBLK,HDLINV-MP2-1430LAPBLK; HDLINV-MP2-1436LAPBLK; HDLINV-MP2-1442LAPBLK; HDLINV-MP2-1448LAPBLK; HDLINV-MP2-1460LAPBLK; HDLINV-MP2-1466LAPBLK; HDLINV-MP2-14372LAPBLK; HDLINV-MP2-1430LAPGRY; HDLINV-MP2-1436LAPGRY; HDLINV-MP2-1442LAPGRY; ...+4 more,Heartwood (Innovation line),https://www.heartwooddl.com/products/innovation,,,,
D,0,active,plexiglass-modesty-panels,Plexiglass Modesty Panels,4,Sizes,HDLINV-MP1-1530PLX,HDLINV-MP1-1530PLX; HDLINV-MP1-1548PLX; HDLINV-MP1-1560PLX; HDLINV-MP1-1566PLX,Heartwood (Innovation line),https://www.heartwooddl.com/products/innovation,,,,
D,0,active,manual-height-adjustable-table,Manual Height Adjustable Table,1,,HTM3058T/KEZLIFT,HTM3058T/KEZLIFT,,,,,,
D,0,active,nutmeg-reception,Nutmeg Reception,1,,IOFW19R,IOFW19R,IOF Work,https://iof-products.com/,,,,
D,0,active,mobile-pedestal-digital-lock,Mobile Pedestal & Digital Lock,1,,OFGODM162327-MP-BBF-P1,OFGODM162327-MP-BBF-P1,Offices to Go (DM line),https://www.officestogo.com/,,,,
D,0,active,credenza-with-sliding-doors-36-high,"Credenza with Sliding doors 36"" High",3,Size Options,UN6024SC/SC/SLD2/36H,UN6024SC/SC/SLD2/36H; UN6624SC/SC/SLD2/36H; UN7224SC/SC/SLD2/36H,IOF Union series,https://iof-products.com/,,,,
D,0,active,triple-monitor-and-ipad-holder,Triple Monitor and Ipad Holder,1,,RIC 500FP23100 & FEL 8044101,RIC 500FP23100 & FEL 8044101,Ricoh (possibly),,,,,
D,0,active,single-pedestal-desk-nlp232,Single Pedestal Desk NLP232,1,,GLBNLP232,GLBNLP232,Offices to Go (Newland Pedestals),https://www.officestogo.com/,,,,
D,0,active,two-drawer-lateral-file-nl3624lft,Two Drawer Lateral File NL3624LFT,1,,GLBNL3624LFT,GLBNL3624LFT,Offices to Go (via Global),https://www.officestogo.com/,,,,
D,0,active,desktop-sit-stand-workstation-mvl5230b0,Desktop Sit-Stand Workstation MVL5230B0,1,,GLBMVL5230B0,GLBMVL5230B0,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,yoho-medium-back-task-chair-mvl2778,Yoho | Medium Back Task Chair MVL2778,1,,GLB MVL2778,GLB MVL2778,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,deep-hi-boy-storage-cabinet-72-h-x-36-w-x-24-d,"Deep Hi-Boy Storage Cabinet 72"" H x 36"" W x 24"" D",1,,SCN-FJ883,SCN-FJ883,unknown,,,,,
D,0,active,basics-comfort-time-drafting-stool-with-or-without-arms-1,Basics® Comfort-Time™ Drafting Stool (with or without arms),2,Arms,GLB MVL2878,GLB MVL2878; GLB MVL2868,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,rambler-ottoman-8-shape-size-options,Rambler Ottoman (8 Shape & Size),8,Please select a Shape,GLB-RA2222SQ,GLB-RA2222SQ; GLB-RA2626SQ; GLB-RA3939SQ; GLB-RA2639RE; GLB-RA2652RE; GLB-RA2626TR; GLB-RA2639TRA; GLB-R2652TR,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,craft-curve-120-degree-unit-2,Craft | Curve-120 Degree Unit,1,,GLB-MVL13010,GLB-MVL13010,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,craft-rectangle-unit-1,Craft | Rectangle Unit,1,,GLB-MVL13011,GLB-MVL13011,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,craft-wedge-unit,Craft | Wedge Unit,1,,GLB-MVL13009,GLB-MVL13009,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,half-round-40-unit,"Half Round 40"" Unit",1,,GLB-MVL13008,GLB-MVL13008,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,hardfloor-casters,Hardfloor Casters,1,,MGE-1091503100000,MGE-1091503100000,,,,,,
D,0,active,premium-plinth-cylinder-table-recessed-base-2,"Premium Plinth Cylinder Table, Recessed Base",6,Diameter  x Height Options,GLB-CPPD1816,GLB-CPPD1816; GLB-CPPD1821; GLB-CPPD2416; GLB-CPPD2421; GLB-CPPD3016; GLO-CPPD3021,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,shoptech-2500-pc550,Shoptech 2500–PC550,1,,HZN-2500–PC550,HZN-2500–PC550,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,shoptech-2302-pc775,Shoptech 2302–PC775,1,,HZN- 2302–PC775,HZN- 2302–PC775,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,shoptech-099rx,Shoptech 099RX,1,,,,,,,,,
D,0,active,shoptech-097-pc1000,Shoptech 097–PC1000,1,,HZN-097–PC1000,HZN-097–PC1000,Horizon Seating,https://horizonseating.com/,,,,
D,0,active,planter,Planter,1,,BEL-HFP154829-GVS,BEL-HFP154829-GVS,Bel-Air,,,,,
D,0,active,teknion-lounge,"Teknion ""Lounge""",1,,,,,,,,,
D,0,active,teknion-ac-boardroom,"Teknion ""AC Boardroom""",1,,,,,,,,,
D,0,active,levels-suite,Levels Suite,7,Options,Levels Layout 1,Levels Layout 1; HDL-LEV-4372MHHD2; HDL-LEV-4372MHHD4; HDL-LEV-SR6536TCWDLF; HDL-LEV-SR7218WC; HDL-SR7218WC; HDL-LEV-SR7232BK,,,,,,
D,0,active,u-shaped-desk-with-3-stage-height-adjustable-table,"""U"" Shaped Desk with 3-Stage Height Adjustable Table",1,,GLO-NLP412,GLO-NLP412,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,l-shaped-desk-with-double-pedestals-72w-x-78d,"""L"" Shaped Desk with Double Pedestals - 72""W x 78""D",1,,GLO-NLP522,GLO-NLP522,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,u-shaped-desk-72w-x-96d,"""U"" Shaped Desk - 72""W x 96""D",1,,GLO-NLP228,GLO-NLP228,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,single-pedestal-desk-60w-x-30d,"Single Pedestal Desk - 60""W x 30""D",1,,GLO-NLP111,GLO-NLP111,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,sphere-power,SPHERE Power,3,Colour,SP22104P030,SP22104P030; SP22104P172; RIC-SP22104P900,unknown,,,,,
D,0,active,desk-power-grommet,Desk Power Grommet,2,Bore Hole Size,RIC- DS86101P1A1C90,RIC- DS86101P1A1C90; DS63202P2A1C90,Ricoh (possibly),,,,,
D,0,active,led-desk-lamp-with-usb-and-night-light,LED Desk Lamp with USB and Night Light,1,,RSIRDL110U,RSIRDL110U,,,,,,
D,0,active,led-desk-lamp-with-wireless-charger-led,LED Desk Lamp with Wireless Charger - LED,2,Colour,RDL-140QI-B,RDL-140QI-B; RDL-140QI-W,unknown,,,,,
D,0,active,desk-lamp-5-30-w-led-bulb-adjustable-metal-acrylic-desk-mountable,"Desk Lamp - 5.30 W LED Bulb - Adjustable - Metal, Acrylic - Desk Mountable",1,,BOSVLED500,BOSVLED500,,,,,,
D,0,active,wardrobe-with-lock,Wardrobe with Lock,1,,IOF-UN3072SC/WD/24,IOF-UN3072SC/WD/24,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,credenza-sliding-doors,Credenza Sliding Doors,5,Sizes Available,IOF-UN6024SC/SC/SLD2,IOF-UN6024SC/SC/SLD2; IOF-UN6624SC/SC/SLD2; IOF-UN7224SC/SC/SLD2; IOF-UN7824SC/SC/SLD2; IOF-UN8424SC/SC/SLD2,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,storage-cabinet-credenza-72w-x-24d,"Storage Cabinet Credenza, 72""W x 24""D",1,,GLB-Z2472SCSC,GLB-Z2472SCSC,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,atlas-sit-to-stand-height-adjustable-desk,Atlas Sit to Stand Height Adjustable Desk,1,,HTWATL2436TBL,HTWATL2436TBL,,,,,,
D,0,active,array-stand-as-air-purifier-1,Array™ Stand AS Air Purifier,2,Coverage,FEL9573201,FEL9573201; FEL9573301,Fellowes,https://www.fellowes.com/,,,,
D,0,active,fellowes-array-wall-stand-air-purification,Fellowes Array Wall & Stand Air Purification,2,Size,FEL  5884801,FEL  5884801; FEL  5885101,Fellowes,https://www.fellowes.com/,,,,
D,0,active,fellowes-array-recess-ar-air-purifier-1,Fellowes Array™ Recess AR Air Purifier,2,Size,FEL 5889501,FEL 5889501; FEL 5888901,Fellowes,https://www.fellowes.com/,,,,
D,0,active,fellowes-array-ceiling-ac2-air-purifier,Fellowes Array® Ceiling AC2 Air Purifier,2,Colour,FEL 5889202,FEL 5889202; FEL  5889201,Fellowes,https://www.fellowes.com/,,,,
D,0,active,fellowes-lotus-dual-monitor-arm-kit-2-display-s-supported27-arm-only-fel8042901,"Fellowes Lotus™ Dual Monitor Arm Kit - 2 Display(s) Supported27"" (Arm only) FEL8042901",1,,FEL8042901,FEL8042901,Fellowes,https://www.fellowes.com/,,,,
D,0,active,craft-cube-square-unit,Craft Cube | Square Unit,1,,GLB-MVL13012,GLB-MVL13012,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,tower-charging-station-with-usb-ports-2-colour-options,Tower Charging Station with USB ports. 2 Colour options.,2,Color,RIC-PBK2WAY2030,RIC-PBK2WAY2030,Ricoh (possibly),,,,,
D,0,active,power-station-with-3-outlets-and-2-usb,Power Station with 3 Outlets and 2 USB,1,,RIC-201314100,RIC-201314100,Ricoh (possibly),,,,,
D,0,active,desk-top-divider-divide,Desk Top Divider DIVIDE,36,Frame Colour; Levels; Size (W),GLO-DGP1224TUN-2@DPOST12TUN,GLO-DGP1224TUN-2@DPOST12TUN; GLO-DGP1229TUN-2@DPOST12TUN; GLO-DGP1230TUN-2@DPOST12TUN; GLO-DGP1236TUN-2@DPOST12TUN; GLO-DGP1242TUN-2@DPOST12TUN; GLO-DGP1248TUN-2@DPOST12TUN; GLO-DGP1260TUN-2@DPOST12TUN; GLO-DGP1266TUN-2@DPOST12TUN; GLO-DGP1272TUN-2@DPOST12TUN; GLO-DGP2424TUN-2@DPOST24TUN; ...+25 more,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,desk-top-dividers,Desk Top Dividers,4,"Size (All 15"" High)",HDL-OUT-TM1-1530PLX,HDL-OUT-TM1-1530PLX; HDL-OUT-TM1-1548PLX; HDL-OUT-TM1-1560PLX; HDL-OUT-TM1-1566PLX,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,felt-sound-dampeners,Felt Sound Dampeners,1,,,,,,,,,
D,0,active,drafting-table-precision-table-2-sizes,Drafting Table Precision Table  2 Sizes,2,Size,SAF3952 & 3962,SAF3952 & 3962; SAF3953 & 3962,Safco Products,https://www.safcoproducts.com/,,,,
D,0,active,lectern-podium,Lectern Podium,1,,GLO-Z2444LEC,GLO-Z2444LEC,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,lockers-2-tier-assembled,Lockers 2 Tier (Assembled),4,Banks,SCN-FL396,SCN-FL396; SCN-FL397; SCN-FL398,unknown,,,,,
D,0,active,lockers-single-tier-assembled,Lockers Single Tier (Assembled),4,Banks,SCN-FJ151,SCN-FJ151; SCN-FJ152; SCN-FJ153; SCN FJ154,unknown,,,,,
D,0,active,oci-platinum-monitor-arms,OCI Platinum Monitor Arms,2,Monitor Sizes,ERGOACCESS-LR72-927B-G1,ERGOACCESS-LR72-927B-G1; ERGOACCESS-LR72-927B-LP72S,Ergonomic Accessories,,,,,
D,0,active,soho-desk-single-pedestal-2-sizes,SOHO Desk Single Pedestal 2 sizes,2,Size Option,HDL-MA11-2448,HDL-MA11-2448,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,bow-front-desk-72x42,"Bow Front Desk 72""X42""",1,,UN7242BWL/BBF,UN7242BWL/BBF,IOF Union series,https://iof-products.com/,,,,
D,0,active,u-shape-height-adjustable-desk-suite-zira,U-Shape Height Adjustable Desk Suite Zira,2,Return Side,GLB-ZRA530R,GLB-ZRA530R; GLB-ZRA530L,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,zira-workstation-3-person,Zira Workstation 3 Person,2,Return Side,GLB-ZRA515R,GLB-ZRA515R; GLB-ZRA515L,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,sit2stand-series-sit-stand-workstation,Sit2Stand Series Sit-Stand Workstation,2,Colour Options,RIC-500S2S001R30,RIC-500S2S001R30; RIC-500S2S001R90,Ricoh (possibly),,,,,
D,0,active,sidero-1,SIDERO,1,,GLB-(GC6922HB),GLB-(GC6922HB),Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,foundations-sport-splash-3-seat-strollers,Foundations Sport Splash 3-Seat Strollers,2,Colour Options,FOU00269,FOU00269; FOU4130299,Foundations Worldwide,https://www.foundations.com/,,,,
D,0,active,metal-desk-laminate-top,Metal Desk Laminate Top,1,,MTY-IS-AP2460.BBF.MOD,MTY-IS-AP2460.BBF.MOD,Mity-Lite,https://www.mitylite.com/,,,,
D,0,active,pod-phone-booths,POD Phone Booths,1,,,,,,,,,
D,0,active,planters,Planters,2,Please Select,GLO-PN4229PL,GLO-PN4229PL; GLO-PN7229PL,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,otgma2-dual-monitor-arm,OTGMA2 Dual Monitor Arm,1,,,,,,,,,
D,0,active,soft-pods,Soft Pods,3,Panel Sets,Soft Pods-1,Soft Pods-1; Soft Pods-2; Soft Pods-3,unknown,,,,,
D,0,active,lotus-dx-sit-stand-workstation-dual-monitor-arm-extra,Lotus DX Sit-Stand Workstation (Dual Monitor Arm Extra),1,,FEL8080201,FEL8080201,Fellowes,https://www.fellowes.com/,,,,
D,0,active,gas-lift-monitor-riser,Gas Lift Monitor Riser,1,,SPR-LLR99554,SPR-LLR99554,unknown,,,,,
D,0,active,sit-stand-fellowes-lotus-dual-arm-not-included,Sit Stand Fellowes Lotus (Dual Arm not included),1,,FEL0007901,FEL0007901,Fellowes,https://www.fellowes.com/,,,,
D,0,active,global-obusforme-elite-multi-tilter-chair-high-back,Global OBUSforme Elite Multi-Tilter Chair High Back,1,,GLB2770-3G3,GLB2770-3G3,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,triple-monitor-arm,Triple Monitor Arm,1,,FEL8042601,FEL8042601,Fellowes,https://www.fellowes.com/,,,,
D,0,active,dual-monitor-arm,Dual Monitor Arm,2,Colour,,,,,,,,
D,0,active,charging-station-with-a-clamp,Charging station with a clamp,2,Color,RIC-OME0023A1U1C90,RIC-OME0023A1U1C90; RIC-OME0023A1U1C30,Ricoh (possibly),,,,,
D,0,active,clamp-on-power-bar-and-usb-charging-station,Clamp-On Power Bar and USB Charging Station,2,Color,RIC-23213030,RIC-23213030; RIC-23213900,Ricoh (possibly),,,,,
D,0,active,otg-mobile-foot-kit-pack-of-2,OTG | Mobile Foot Kit - Pack of 2,1,,GLO-MLDCFKP,GLO-MLDCFKP,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,high-back-tilter-with-arms,High Back Tilter with Arms,1,,,,,,,,,
D,0,active,the-foster-recliner,The Foster Recliner,1,,Allseating F7115-GR-RL-PS-DC-KD-AS-F-OKELP-F-OKELP,Allseating F7115-GR-RL-PS-DC-KD-AS-F-OKELP-F-OKELP,Allseating,https://www.allseating.com/,,,,
D,0,active,ultra-medium-back-guest-chair-with-arms-mvl11742,Ultra | Medium Back Guest Chair with Arms MVL11742,1,,,,,,,,,
D,0,active,student-chairs-3-sizes,Student Chairs (3 sizes),3,Seat Heights,EDU-SOFIA-LEG-14,EDU-SOFIA-LEG-14; EDU-SOFIA-LEG-16; EDU-SOFIA-LEG-18,HDL Education,https://www.heartwooddl.com/,,,,
D,0,active,ibex-upholstered-seat-back-guest-chair-mvl2832,Ibex | Upholstered Seat &  Back Guest Chair MVL2832,1,,,,,,,,,
D,0,active,low-back-stacking-chair-mvl2747,Low Back Stacking Chair MVL2747,1,,GLOMVL2747,GLOMVL2747,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,armless-low-back-stacking-chair-mvl2748,Armless Low Back Stacking Chair MVL2748,1,,,,,,,,,
D,0,active,eor-guest-chair-mvl3920b,EOR Guest chair MVL3920B,1,,,,,,,,,
D,0,active,round-metal-base,Round Metal Base,9,Colour Options; Height Options,HDL-900-ROU20SIL,HDL-900-ROU20SIL; HDL-900-ROU20BARSIL; HDL-900-ROU20CFTSIL; HDL-900-ROU20BLK; HDL-900-ROU20BARBLK; HDL-900-ROU20CFTBLK; HDL-900-ROU20WHT; HDL-900-ROU20BARWHT; HDL-900-ROU20CFTWHT,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,sonic-armchair-upholstered-seat-polypropylene-back-casters-6574,"Sonic™ Armchair, Upholstered Seat & Polypropylene Back, Casters (6574)",1,,GLB6574,GLB6574,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,robust-high-back-multi-tilter-chair-2526,Robust High Back Multi-Tilter Chair 2526,1,,GLB 2526,GLB 2526,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,bungee-tables-rectangular-flip-top-table-spider-legs-wheels,"Bungee™ Tables Rectangular Flip-Top Table, Spider Legs, Wheels",10,Sizes Available,GLB-BX2442RES45BS,GLB-BX2442RES45BS; GLB-BX2448RES45BS; GLB-BX24460RES45BS; GLB-BX2466RES45BS; GLB-BX2472RES45BS; GLB-BX3042RES45BS; GLB-BX3048RES45BS; GLB-BX3060RES45BS; GLB-BX3066RES45BS; GLB-BX3072RES45BS,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,metal-square-metal-base,Metal Square Metal Base,9,Colour Options; Height Options,HDL-900-SQB20-SIL,HDL-900-SQB20-SIL; HDL-900-SQB20BAR-SIL; HDL-900-SQB20CFT-SIL; HDL900-SQB20-BLK; HDL-900-SQB20BAR-BLK; HDL-900-SQB20CFT-BLK,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,metal-round-metal-base,Metal Round Metal Base,6,Colour Options; Height Options,HDL-900-ROU20-SIL,HDL-900-ROU20-SIL; HDL-900-ROU20BAR-SIL; HDL-900-ROU20CFT-SIL; HDL900-ROU20-BLK; HDL-900-ROU20BAR-BLK; HDL-900-ROU20CFT-BLK,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,metal-cross-base-with-levelers,Metal Cross Base with Levelers,4,Colour Options; Height Options,HDL-900-CROSS-B-27 SIL,HDL-900-CROSS-B-27 SIL; HDL- 900-CNTR27 SIL; HDL-900-CROSS-B-27-BLK; HDL- 900-CNTR27 BLK,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,lockers-2-tier,Lockers 2-Tier,3,Banks,SCN-FN478,SCN-FN478; SCN-FL409; SCN-FL386,unknown,,,,,
D,0,active,indigenous-medicine-wheel-huddl,Indigenous Medicine Wheel HUDDL,1,,MTY-HDDLGMED#,MTY-HDDLGMED#,Mity-Lite,https://www.mitylite.com/,,,,
D,0,active,4-person-workstation,4 Person Workstation,1,,GLO-NEW1001KITS,GLO-NEW1001KITS,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,cabinet-file-file-right-wardrobe-inv-6524cffwr-24,Cabinet / File / File / Right Wardrobe INV-6524CFFWR-24,1,,HDL- INV-6524CFFWR-24,HDL- INV-6524CFFWR-24,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,height-adjustable-l-shape-table-1,Height Adjustable L-Shape Table,6,Top Sizes (Base included),HDL-CLI-E1-3LEG-3060+2448 Top,HDL-CLI-E1-3LEG-3060+2448 Top; HDL-CLI-E1-3LEG-3066+2436 Top; HDL-CLI-E1-3LEG-3072+2442 Top; HDL-CLI-E1-3LEG-3066+2442 Top; HDL-CLI-E1-3LEG-LEV2460+INV2436 Top; HDL-CLI-E1-3LEG-LEV2472+INV2448Top,Heartwood Manufacturing (HDL),https://www.heartwooddl.com/,,,,
D,0,active,wardrobe-storage-cabinet-htwlevsr7218,Wardrobe / Storage Cabinet HTWLEVSR7218,1,,HTWLEVSR7218,HTWLEVSR7218,,,,,,
D,0,active,jax-sit-to-stand,JAX Sit to Stand,1,,RIC-5008479C3,RIC-5008479C3,Ricoh (possibly),,,,,
D,0,active,round-table-cross-base-8-colours,Round Table Cross Base 8 Colours,8,Height; Leg Colour; Table Top Size,HDLINVR36+	900-CROSS-B-27,HDLINVR36+	900-CROSS-B-27; HDLINVR42+	900-CROSS-B-27; HDLINVR36+	900-CNTR27; HDLINVR42+	900-CNTR27; HDLINVR36+900-CNTR27; HDLINVR42+900-CNTR27,Heartwood Innovation (return),https://www.heartwooddl.com/,,,,
D,0,active,scoot-8945bl-lectern,Scoot 8945BL Lectern,1,,SAF8945BL,SAF8945BL,Safco Products,https://www.safcoproducts.com/,,,,
D,0,active,ceiling-baffles-sound-acoustic-dampeners,Ceiling Baffles Sound Acoustic Dampeners,75,"Ceiling Baffle Style Options; Sizes Available (H"" x W"")",,,,,,,,
D,0,active,sora-mesh-back-chair-6941-6942,Sora Mesh Back Chair 6941 6942,2,Back Options,GLB6941,GLB6941; GLB6942,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,kensington-ac12-security-charging-cabinet,Kensington AC12 Security Charging Cabinet,1,,KMW64415,KMW64415,Kensington,https://www.kensington.com/,,,,
D,0,active,kensington-universal-charge-sync-tablet-cabinet,Kensington Universal Charge/Sync Tablet Cabinet,1,,KMW67862,KMW67862,Kensington,https://www.kensington.com/,,,,
D,0,active,dolly-for-sonic-chairs-6517ws,Dolly for Sonic Chairs 6517WS,1,,,,,,,,,
D,0,active,laminate-lockers-1,Laminate Lockers,2,Style,IOF-Lock#003,IOF-Lock#003; IOF-Lock#4,IOF Laminated Products,https://iof-products.com/,,,,
D,0,active,koko-tables,KOKO Tables,2,Shape,TAYCO RP TO- 261616,TAYCO RP TO- 261616; TAYCO RPTR-242014,Tayco,https://tayco.com/,,,,
D,0,active,mvl2732-annapolis-high-back-luxhide-tilter,MVL2732 Annapolis | High Back Luxhide Tilter,1,,GLOMVL2732,GLOMVL2732,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,marlee-midback-chair-bonded-leather-mvl11722,Marlee Midback Chair Bonded Leather MVL11722,2,Arms,GLOMVL11722,GLOMVL11722; GLOMVL11723,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,adapt-high-back-synchro-tilter-mvl11724-mvl11725,Adapt | High Back Synchro-Tilter MVL11724 MVL11725,2,Arm Options,GLO-MVL11724,GLO-MVL11724; GLO-MVL11725,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,hutch-5-sizes,Hutch 5 Sizes,5,Size Options,HDLINV3636H,HDLINV3636H; HDLINV3660H; HDLINV3666H; HDLINV3672H; HDLINV4372H,Heartwood (Innovation line),https://www.heartwooddl.com/products/innovation,,,,
D,0,active,supra-x-chair-1,Supra X™ Chair,2,Back Options,5333-3,5333-3,,,,,,
D,0,active,lateral-file-wood-laminate-2-3-4-drawer-options,"Lateral File Wood Laminate (2, 3 & 4 Drawer options)",3,Drawers,IOFUN3624LF2,IOFUN3624LF2; IOFUN3624LF3; IOFUN3624LF4,IOF Union,https://iof-products.com/,,,,
D,0,active,quick-assembly-electric-height-adjustable-base-2-legs,Quick Assembly Electric Height Adjustable Base - 2 legs,2,Colour Options,GLBMLIR30B BLK,GLBMLIR30B BLK; GLB MLIR30B TUN,Global (ML line),https://www.globalfurnituregroup.com/,,,,
D,0,active,ibex-upholstered-seat-back-guest-chair-mvl2819-1,Ibex | Upholstered Seat &  Back Guest Chair MVL2819,1,,GLBMVL2819,GLBMVL2819,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
D,0,active,minto-low-back-stacking-armchair-mvl2747,Minto | Low Back Stacking Armchair MVL2747,1,,GLB MVL2747,GLB MVL2747,Global Furniture Group,https://www.globalfurnituregroup.com/,,,,
D,0,active,standard-lateral-files-2-3-4-5-drawers,"Standard Lateral Files (2,3,4 & 5 Drawers)",4,Drawers,GLBMVL1936P2,GLBMVL1936P2; GLBMVL1936P3; GLBMVL1936P4; GLBMVL1936P5,Global (MVL line),https://www.globalfurnituregroup.com/,,,,
