Handle,Title,Type,Status,Tier,Revenue,Units,MissingCount,PriorityScore,MissingFields
global-recliner-primacare-gc3608mrc,Global Recliner Primacare GC3608MRC,Business & Industrial > Medical > Medical Furniture > Examination Chairs & Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
6-person-workstation-chairs-bridges,6 Person Workstation & Chairs Bridges,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
screenflex-5-panel-mobile-light-duty-portable-room-divider-65h-x-95w-fabric-color-stone,"Screenflex 5 Panel Mobile Light-Duty Portable Room Divider, 6'5""H x 9'5""W, Fabric Color: Stone",Furniture > Room Dividers,active,D,0,0,16,16,Type; mf:Material; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
agile-double-sided-8-pod-height-adjustable-shared-desk,Agile Double Sided 8-Pod Height Adjustable Shared Desk,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ibex-upholstered-seat-mesh-back-tilter-chair-mvl2801,IBEX Upholstered Seat & Mesh Back Tilter Chair MVL2804,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
uni-flip-training-tables-7-sizes,Flip Top Training Tables 7 Sizes,Furniture > Office Furniture > Workspace Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
terina-training-tables-rectangular-table-8-sizes,Terina™ Training Tables Rectangular Table 8 Sizes,Furniture > Office Furniture > Workspace Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
primacare-ht-patient-mid-back-bariatric-open-arms-gc3638-1,"Primacare™ HT Patient Mid Back Bariatric, Open Arms (GC3638)",Business & Industrial > Medical > Medical Furniture > Examination Chairs & Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
foundations-next-gen-serenity-safereach-compact-crib,Foundations Next Gen Serenity SafeReach Compact Crib,Furniture > Baby & Toddler Furniture > Cribs & Toddler Beds > Standard Cribs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
foundations-next-gen-serenity-compact-crib,Foundations Next Gen Serenity Compact Crib,Furniture > Baby & Toddler Furniture > Cribs & Toddler Beds > Standard Cribs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
foundations-safetycraft-compact-crib-natural-steel,Foundations SafetyCraft Compact Crib - Natural - Steel,Furniture > Baby & Toddler Furniture > Cribs & Toddler Beds > Standard Cribs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ryno-patio-furniture-waterproof-polyethylene,Ryno Patio Furniture Waterproof Polyethylene,Furniture > Outdoor Furniture > Outdoor Furniture Sets,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
indestructible-ryno-furniture,Indestructible Ryno Furniture,Furniture > Beds & Accessories > Beds & Bed Frames > Platform Beds & Bed Frames,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
horseshoe-study-table-height-adjustable-c-shape-horseshoe-1,Horseshoe Study Table Height Adjustable C-Shape Horseshoe,Furniture > Office Furniture > Workspace Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
table-round-height-adjustable,Table Round Height Adjustable,Furniture > Office Furniture > Workspace Tables > Conference Room Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
student-desk-1,Student Desk,Furniture > Office Furniture > Workspace Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
student-chair-4-sizes,Student Chair 4 sizes,Furniture > Chairs,archived,D,0,0,16,16,Type; Tags; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat structure; mf:Back type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
student-chair-4-sizes-copy,Student Chair 4 sizes,Furniture > Chairs,archived,D,0,0,16,16,Type; Tags; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat structure; mf:Back type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
student-chair-4-sizes-1,Student Chair 4 sizes,Furniture > Chairs,archived,D,0,0,16,16,Type; Tags; mf:Material; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat structure; mf:Back type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ml-series-lounge-chair,ML Series Lounge Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
upscale-meeting-boardroom-tables-3-sizes-8-colours,"Upscale Meeting / Boardroom Tables 3 Sizes, 8 Colours",Furniture > Office Furniture > Workspace Tables > Conference Room Tables,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
freefit-benching-height-adjustable-176w-x-62-5d-ffhab506-2,"FreeFit™ Benching Height Adjustable 176""W x 62.5""D (FFHAB506)",Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
guest-chair-6960-moda,Guest Chair 6960 Moda,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
stacking-chair-sonic-6508,Stacking Chair Sonic 6508,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
stacking-chair-duet-glb6621,Stacking Chair Duet GLB6621,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
six-13-medium-back-multi-tilter,Six 13 | Medium Back Multi-Tilter,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
loover-medium-back-synchro-tilter-chair,Loover Medium Back Synchro Tilter Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
loover-high-back-synchro-tilter,Loover High Back Synchro Tilter,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
echo-medium-back-multi-tilter-3671-3-1,Echo™ Medium Back Multi-Tilter (3671-3),Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
echo-3670-3-task-chair,Echo 3670-3 Task Chair,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
granada-deluxe-high-back-multi-tilter-1170-3-2,Granada® Deluxe High Back Multi-Tilter (1170-3),Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
concorde-high-back-executive-multi-tilter-2424,Concorde® High Back Executive Multi-Tilter 2424,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
easy-pull-in-out-keyboard-tray,Easy Pull in & Out Keyboard Tray,Electronics > Electronics Accessories > Computer Accessories > Keyboard Trays & Platforms,active,D,0,0,16,16,Type; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
jax-keyboard-tray,JAX Keyboard Tray,Electronics > Electronics Accessories > Computer Accessories > Keyboard Trays & Platforms,active,D,0,0,16,16,Type; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
keyboard-tray-multi-position,Keyboard Tray Multi Position,Electronics > Electronics Accessories > Computer Accessories > Keyboard Trays & Platforms,active,D,0,0,16,16,Type; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
yoho-armless-drafting-task-chair-stool,Yoho | Armless Drafting Task Chair Stool,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
danio-armless-height-adjustable-task-stool,Danio | Armless Height Adjustable Task Stool,Furniture > Office Furniture > Office Chairs,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
ionic-feet-1-pair,Ionic Feet (1 Pair),Hardware > Hardware Accessories > Brackets & Reinforcement Braces,active,D,0,0,16,16,Type; mf:Style; mf:Suitable location; mf:Furniture/Fixture material; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
otg-panels,OTG Panels,Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
height-adjustable-l-shape-71x71,"Height Adjustable L-Shape 71""x71""",Furniture > Office Furniture > Workstations & Cubicles,active,D,0,0,16,16,Type; mf:Material; mf:Style; mf:Suitable location; mf:Upholstery material; mf:Seat type; mf:Seat structure; mf:Back type; mf:Backrest type; mf:Chair features; mf:Frame design; mf:Wood finish; mf:Tabletop color; mf:Leg color; mf:Sound insulation; mf:Furniture/Fixture features
