"SECTION","value","handle_or_count","extra"
"SUB_COLLECTIONS","Table Tops","table-tops","custom | unpublished"
"SUB_COLLECTIONS","Tables","tables-1","custom | unpublished"
"SUB_COLLECTIONS","Teachers Cabinets","teachers-cabinets","custom | unpublished"
"SUB_COLLECTIONS","Technology","technology","custom | unpublished"
"SUB_COLLECTIONS","Teknion Upscale Products","teknion-upscale-products","custom | unpublished"
"SUB_COLLECTIONS","Toddler Lockers","toddler-lockers","custom | unpublished"
"SUB_COLLECTIONS","Tops","tops","custom | unpublished"
"SUB_COLLECTIONS","TV Units","tv-units","custom | unpublished"
"SUB_COLLECTIONS","Umbrellas","umbrellas","custom | unpublished"
"SUB_COLLECTIONS","Utility/Service Carts","utility-service-carts","custom | unpublished"
"SUB_COLLECTIONS","Waiting Room Seating","waiting-room-seating","custom | unpublished"
"SUB_COLLECTIONS","Wardrobes","wardrobes","custom | unpublished"
"SUB_COLLECTIONS","Wash Stands","wash-stands","custom | unpublished"
"SUB_COLLECTIONS","Waste & Recycling","waste-recycling","custom | unpublished"
"SUB_COLLECTIONS","Wobble Chairs","wobble-chairs","custom | unpublished"
"SUB_COLLECTIONS","Wood Frame Tables","wood-frame-tables","custom | unpublished"
"SUB_COLLECTIONS","Workstation","workstation","custom | unpublished"
"SUB_COLLECTIONS","Workstations/Computer Desks","workstations-computer-desks","custom | unpublished"

"BRANDS","OTG / Offices to Go","75",""
"BRANDS","Global Furniture Group","74",""
"BRANDS","Brant Business Interiors","35",""
"BRANDS","Heartwood Manufacturing Ltd.","28",""
"BRANDS","Fellowes","8",""
"BRANDS","ObusForme","6",""
"BRANDS","Office Star","5",""
"BRANDS","Horizon","5",""
"BRANDS","Deflecto","3",""
"BRANDS","Office Central & Brant Business Interiors","2",""
"BRANDS","Axis","1",""
"BRANDS","MergeWorks","1",""
"BRANDS","Victor Technology LLC","1",""
"BRANDS","FireKing","1",""
"BRANDS","Foundations Worldwide","1",""
"BRANDS","Tayco","1",""
"BRANDS","HDL","1",""
"BRANDS","Uline","1",""
"BRANDS","Pineapple Contracts","1",""
"BRANDS","Kensington","1",""
"BRANDS","MityBilt Products Inc.","1",""
"BRANDS","Produits Re-Plast","1",""
"BRANDS","Frost Products Ltd.","1",""
"BRANDS","ergoCentric","1",""
"BRANDS","Sentry Safe","1",""
"BRANDS","Rocelco","1",""
"BRANDS","Lesro Industries","1",""
